z,y
-0.6868421052631579,-0.7135188866799205
-0.6797368421052632,-0.7159609724465706
-0.6726315789473685,-0.7184030582132208
-0.6675040716873972,-0.721028467864687
-0.6627326081928454,-0.7236869796843937
-0.6579613615337172,-0.7263454429671969
-0.6513157894736843,-0.728830144135189
-0.6442105263157896,-0.731272229901839
-0.6386233279579565,-0.7338550241519632
-0.6338518644634046,-0.7365135359716701
-0.6290806178042764,-0.7391719992544732
-0.6228947368421053,-0.7416993158238072
-0.6157894736842107,-0.7441414015904573
-0.6097425842285157,-0.7466815804392397
-0.6049713375693875,-0.7493400437220428
-0.6001998740748355,-0.7519985555417497
-0.5944736842105264,-0.7545684875124254
-0.5873684210526317,-0.7570105732790756
-0.5808618404990749,-0.759508136726516
-0.5731578947368421,-0.7618946962754722
-0.5662950535824425,-0.7643592546284792
-0.5615238069233142,-0.7670177179112824
-0.5567523434287625,-0.7696762297309891
-0.5518421052631579,-0.772321830734344
-0.54218555651213,-0.7745273476329524
-0.5374143098530018,-0.7771858109157554
-0.5305263157894737,-0.7796480394973908
-0.523421052631579,-0.7820901252640409
-0.5180762762772411,-0.7846954163689737
-0.5092105263157896,-0.7869742725288893
-0.5035092725251851,-0.7895465342709369
-0.4987380258660568,-0.7922050218221919
-0.4889424856085527,-0.7943976521729001
-0.48417123894942443,-0.7970561397241551
-0.4793999922902961,-0.7997146030069584
-0.46960445203279205,-0.8019072576261184
-0.4648332053736637,-0.8045657209089215
-0.45503766511615956,-0.8067583755280816
-0.45026641845703125,-0.8094168630793366
-0.4452631578947369,-0.8120538245138544
-0.43569963154039887,-0.8142679809812998
-0.4309281680458471,-0.8169264442641029
-0.4211328446237665,-0.8191190988832631
-0.4163613811292147,-0.8217775621660661
-0.4065660577071341,-0.8239702167852262
-0.4017945942125823,-0.8266286800680294
-0.3919992707905017,-0.8288213346871894
-0.38722780729594997,-0.8314798222384444
-0.3774322670384458,-0.8336724525891526
-0.3676369436163651,-0.8358651072083128
-0.3628654801218133,-0.8385235704911158
-0.35307015669973274,-0.840716225110276
-0.3482986932051809,-0.843374688393079
-0.3386842105263158,-0.8455841125124255
-0.33373190628854854,-0.8482258062950423
-0.323936582866468,-0.8504184609142024
-0.31736842105263163,-0.8529103455439241
-0.3093695791144121,-0.8552695788161656
-0.29957425569233154,-0.8574622334353257
-0.2948027921977797,-0.8601206967181289
-0.28500746877569916,-0.8623133513372888
-0.27521192851819487,-0.8645059816879971
-0.27044068185906667,-0.8671644692392521
-0.2606451416015625,-0.8693570995899603
-0.2508496013440584,-0.8715497542091204
-0.2460783546849301,-0.8742082174919236
-0.23628281442742605,-0.8764008721110836
-0.22648727416992198,-0.8785935024617918
-0.22171602751079367,-0.8812519900130468
-0.2119204872532896,-0.8834446446322068
-0.20212494699578543,-0.8856372749829151
-0.19232962357370487,-0.8878299296020751
-0.18755816007915305,-0.8904883928848784
-0.1777628366570725,-0.8926810475040383
-0.1679672963995683,-0.8948736778547466
-0.15817175614206413,-0.8970663324739067
-0.14837621588456007,-0.8992589628246149
-0.14360496922543176,-0.9019174503758699
-0.1338094289679277,-0.9041100807265781
-0.12401388871042363,-0.9063027353457381
-0.11421856528834295,-0.9084953899648982
-0.10442302503083889,-0.9106880203156065
-0.09462748477333482,-0.9128806749347664
-0.0898562381142064,-0.9155391382175697
-0.08006069785670245,-0.9177317928367297
-0.07026515759919827,-0.919924423187438
-0.06046983417711771,-0.922117077806598
-0.05067429391961353,-0.9243097081573062
-0.04087875366210947,-0.9265023627764662
-0.031083213404605292,-0.9286949931271745
-0.021287889982524844,-0.9308876477463346
-0.011492349725020667,-0.9330802780970429
-0.0016968094675166023,-0.9352729327162028
0.008098730789987574,-0.9374655630669111
0.01789427104749175,-0.9396582176860712
0.02768959446957231,-0.9418508723052312
0.037485134727076486,-0.9440435026559395
0.04728067498458044,-0.9462361572750995
0.057076215242084616,-0.9484287876258077
0.0671018178839432,-0.9504970178926442
0.07874826531661172,-0.9516894482713097
0.08854358873869239,-0.9538821028904698
0.09833912899619646,-0.956074733241178
0.10813466925370052,-0.958267387860338
0.11793020951120459,-0.9604600182110463
0.12772553293328526,-0.9626526728302063
0.13758438913445714,-0.9648111332007954
0.14939779984323576,-0.9659133334757083
0.15919312326531643,-0.9681059880948684
0.1689886635228205,-0.9702986184455766
0.17878420378032478,-0.9724912730647366
0.19066071359734782,-0.9735592790910786
0.20045625385485188,-0.9757519337102386
0.21025179411235595,-0.9779445640609469
0.22191970825195295,-0.9791252485089464
0.23192384418688305,-0.9812052247064489
0.24171916760896373,-0.983397879325609
0.2517061735454357,-0.9854870775347914
0.26339121768349083,-0.986658539971111
0.2731867579409949,-0.9888511824560451
0.2844355292069284,-0.9902584493041751
0.294858808015522,-0.992111843101547
0.3046543482730263,-0.9943044855864812
0.3165308580900493,-0.995372503747049
0.32632639834755317,-0.9975651583662091
0.3382029081645762,-0.9986331765267769
0.3479984484220805,-1.000825819011711
0.35987495823910354,-1.001893837172279
0.3696704984966076,-1.004086479657213
0.38154722514905404,-1.0051544978177809
0.3913425485711347,-1.007347140302715
0.40321927522358136,-1.0084151584632828
0.4130145986456618,-1.0106078009482171
0.42489132529810847,-1.0116758312430107
0.4367678351151315,-1.0127438494035785
0.4465633753726356,-1.0149364918885126
0.4584398851896586,-1.0160045100490807
0.4699024561831825,-1.017296222664016
0.4801119352641857,-1.0192651706945826
0.4855263157894735,-0.409353012782679
0.4915248509457234,-0.40680836853876745
0.49156583284076893,-0.44290259420042255
0.4917221711811265,-1.0204771371769383
0.4926315789473684,-0.4521063560045975
0.4955785891884249,-0.45493401893327545
0.49579043739720385,-0.3979012642892644
0.49973684210526315,-0.4607501960890905
0.49984395880448174,-0.46384107464587476
0.5003088539525081,-0.3921184805231114
0.5026320286800986,-1.0220675944333997
0.5068421052631579,-0.46629311047775845
0.5091338388543379,-0.4722823702317346
0.5098515641061881,-0.38680150542060143
0.5136604951557359,-1.0235938616348783
0.5139473684210526,-0.4780377791842695
0.5146228107653165,-0.38414304213779826
0.5210526315789471,-0.48047986495091954
0.5231949655633222,-0.4833821291003977
0.5255372218081823,-1.024661879795446
0.5281578947368418,-0.3791962579988817
0.5324846287777548,-0.491823376149354
0.5339610611765008,-0.37663341241612835
0.5352631578947368,-0.4946666194240805
0.5370030453330591,-0.49760615991550694
0.5374137316252053,-1.025729897956014
0.5387323078356291,-0.3739749976702287
0.5423684210526315,-0.5033104109716701
0.5435035544947574,-0.3713164373136184
0.5492143490439966,-1.0268389662027835
0.5494736842105262,-0.5057524967383201
0.5532990947522612,-0.36912383123136183
0.5560882488049957,-0.5082400615836233
0.556578947368421,-0.5112954596638917
0.5580703414113896,-0.36646536794855866
0.5601242065429687,-1.0284294234592446
0.5636842105263157,-0.5137375454305418
0.56537802043714,-0.5166813571694832
0.5678658816688938,-0.3642726647924951
0.5707894736842104,-0.5192804598192098
0.5710339556242289,-1.030019880715706
0.5749206221731084,-0.5219982837350895
0.5776614219263979,-0.36208005871023863
0.5778947368421051,-0.5248234227447814
0.5828389097514904,-1.0311265949226516
0.5844633323267886,-0.5273152588375994
0.5849999999999999,-0.5303663371334494
0.5874568537661903,-0.35988745262798216
0.5921052631578946,-0.5328084229000994
0.5937529955412212,-0.5357565058865558
0.5947155279862252,-1.0321946252174454
0.5972523940236943,-0.3576947494719186
0.5992105263157893,-0.5383513858256711
0.6032957056949012,-0.5410734809890657
0.606315789473684,-0.543894300214339
0.6065920378032482,-1.0332626433780132
0.607351070203279,-0.35566600397614323
0.6128383074308695,-0.546390407554672
0.6176095540899978,-0.5490489193743788
0.6176163844058385,-1.0347912524850895
0.6189244440982217,-0.3544341373633202
0.6205263157894737,-0.5518793489065607
0.6271521558259662,-0.5543658459399852
0.628526133487099,-1.0363817097415509
0.6291706767835114,-0.35248508946322066
0.6319235109028062,-0.557024357759692
0.6347368421052629,-0.5598643490618788
0.6401407061125101,-1.0375913221840831
0.6405964941727486,-0.35117342818091457
0.6414661126387745,-0.5623412843252983
0.6462374677156145,-0.5649997476081015
0.6489473684210524,-0.5678493492171969
0.6524730039897716,-0.35010542215457263
0.6532888472707646,-1.037972166998012
0.6557800694515828,-0.5703167227106114
0.6605514245284231,-0.5729751859934146
0.6641987047697367,-1.0395626242544733
0.6643496222245063,-0.3490374161282306
0.6653226711875514,-0.5756336978131213
0.6702631578947368,-0.5782764836760687
0.6748652729235195,-0.5809506243787277
0.6757531055651212,-0.34771371769383697
0.6757704523990028,-1.0407953888000125
0.6796366280003597,-0.5836090876615309
0.6844736842105262,-0.5862614838313868
0.6866628546463814,-0.34612326043737573
0.6889614185534024,-1.0411530815109344
0.6915789473684207,-0.5887035695980368
0.6939505848131681,-0.5915845260468441
0.6987218314722964,-0.5942430378665507
0.6998712760523745,-1.0427435387673958
0.6999793685109991,-0.3458333980492049
0.7057894736842104,-0.5966885697533549
0.7114001986854953,-1.0439994432817161
0.7114255684300471,-0.3445328031809146
0.7128947368421051,-0.599130655520005
0.7130357882851047,-0.6022184277149603
0.7199999999999999,-0.6046736184455765
0.7246339898360402,-1.044333996023857
0.7252785331324526,-0.3445328031809146
0.7271052631578944,-0.6071156556753231
0.7323739302785773,-0.6097280574366304
0.7355438473350121,-1.0459244532803182
0.7361883906314245,-0.3429423459244534
0.7371451769377056,-0.6123865207194334
0.741315789473684,-0.6151007043675447
0.7466877786736738,-0.6177034958219434
0.7491109145315068,-1.0460788855732792
0.7500412469161181,-0.3429423459244534
0.7514591337505138,-0.6203619591047466
0.7562303804096421,-0.6230204223875497
0.760306561118678,-1.0475149105367794
0.7626315789473684,-0.6255277902895129
0.7638942116185236,-0.3429423459244534
0.7697368421052629,-0.6279698760561632
0.7728641510009763,-1.0482149218944148
0.7754009086207337,-0.34167446492917497
0.7755685224031147,-0.6305300521092198
0.7768421052631579,-0.6335128389817346
0.7839473684210526,-0.6359548762114813
0.7850692749023435,-1.0491053677932407
0.7886569254021895,-0.34135188866799204
0.7898824792159228,-0.6385054419576293
0.7946537258750511,-0.6411639537773361
0.7986983570299647,-1.0492263338911842
0.7994250809518914,-0.6438224170601392
0.802509781686883,-0.34135188866799204
0.8052631578947366,-0.646382010670353
0.8098319886860094,-1.0506958250497018
0.8123684210526315,-0.6488240479000995
0.8163627463892885,-0.34135188866799204
0.818763222945364,-0.6513319982449056
0.8224514850817227,-1.0513623823465459
0.8235344696044921,-0.6539905100646124
0.8283058246813318,-0.6566489733474156
0.8302156026739821,-0.34135188866799204
0.8336842105263157,-0.6592511823589713
0.8345947024696748,-1.0522862823061632
0.8407894736842102,-0.6616932195887177
0.8426197814941404,-0.6646244117327287
0.8440685673763876,-0.34135188866799204
0.8478947368421051,-0.6672361825142893
0.8484476671720803,-1.0522862823061632
0.8549999999999996,-0.6696782682809395
0.8579214236610812,-0.34135188866799204
0.8601623093454459,-1.0534418125038831
0.8619578150699013,-0.6721339929174952
0.8667291701467413,-0.6747924562002983
0.8715005252235811,-0.6774509680200049
0.8717743883634866,-0.34135188866799204
0.8732103809557462,-1.0538767395626243
0.8763157894736843,-0.6801053542029076
0.8834210526315788,-0.6825474399695577
0.8856273530658921,-0.34135188866799204
0.8870632372404398,-1.0538767395626243
0.8905263157894737,-0.6849895257362077
0.895609913876182,-0.6876190124875746
0.8979730947394117,-1.0554671968190856
0.8989387712980571,-0.34164446912276347
0.9003811605353104,-0.6902775243072814
0.904736842105263,-0.6929745258915259
0.9099238706889902,-0.6955944508728877
0.9103900668495576,-0.3429423459244534
0.9118260594418172,-1.0554671968190856
0.9146951173481189,-0.6982529626925945
0.9194664724249587,-0.7009114259753977
0.9242429231342516,-0.3429423459244534
0.9256789157265107,-1.0554671968190856
0.9260526315789473,-0.703401611813494
0.9331578947368419,-0.7058436975801442
0.9380958878366569,-0.3429423459244534
0.9388045060007194,-0.7084210071601641
0.9395318804289162,-1.0554671968190856
0.9435758610775594,-0.7110794704429673
0.9483472161543997,-0.713737982262674
0.950607183356034,-0.3436672931163023
0.9516226236443767,-1.0564194665988444
0.954473684210526,-0.7162707835021124
0.961578947368421,-0.7187128692687625
0.9628586016203226,-0.3445328031809146
0.9642945942125821,-1.0570576540755467
0.9676852497301601,-0.7212475634474405
0.9724566048070001,-0.7239060267302436
0.9767114579050163,-0.3445328031809146
0.9772278514661284,-0.7265645385499504
0.9781474504972757,-1.0570576540755467
0.9828947368421049,-0.7291399551907307
0.9867705616198087,-0.7318814651155567
0.9883180076197572,-0.3457468082132207
0.991541808278937,-0.7345399769352634
0.9920004151996812,-1.0570576540755467
0.9971052631578946,-0.7371250038829524
1.0014742801063936,-0.34612326043737573
1.0042105263157897,-0.7395670411126989
1.0058532714843746,-1.0570576540755467
1.0108799502724093,-0.7420495581200299
1.0141522136487455,-0.34675822020999014
1.0156511969315374,-0.744708021402833
1.0197062361867801,-1.0570576540755467
1.0204225520083776,-0.7473664846856363
1.0255263157894734,-0.7499941755715707
1.0262369938900595,-0.34771371769383697
1.0326315789473681,-0.7524362613382207
1.0335592008891856,-1.0570576540755467
1.0397368421052633,-0.7548782985679672
1.039986528095446,-0.3477696322067595
1.0445319406609785,-0.7575345776901095
1.0472450938977689,-1.0569674361060202
1.0493032957378183,-0.7601930409729125
1.050999707673725,-0.3493041749502983
1.0539473684210527,-0.7628633472601889
1.058321914672851,-1.0554671968190856
1.0588458974737867,-0.7655100160754225
1.063617252550627,-0.7681684793582257
1.0637396561472037,-0.34990564425944337
1.068388499209755,-0.7708269911779324
1.0721747709575449,-1.0554671968190856
1.075263157894737,-0.7732904331821571
1.0757624214573909,-0.35089463220675954
1.0823684210526312,-0.7757325189488072
1.0860277356599504,-1.0554671968190856
1.0877266412032278,-0.7783365723626989
1.0895738621761923,-0.35091705625621283
1.092497887862356,-0.780995035645502
1.0965789473684207,-0.7837175191041252
1.098913614373458,-1.0549446121124815
1.1005251352410563,-0.35248508946322066
1.102040598016036,-0.7863120107480119
1.1068118446751645,-0.7889704740308152
1.1107904494436163,-1.0538767395626243
1.1115831997520043,-0.7916289615820702
1.1133269902279506,-0.3530530683088967
1.1178947368421053,-0.7941446292945453
1.12464330572831,-1.0538767395626243
1.125,-0.7965866907927437
1.125203608462685,-0.35412107433523854
1.1258970481471011,-0.7996043756989315
1.1321052631578947,-0.8021296537183151
1.1355531632272817,-1.0522862823061632
1.1361977065236943,-0.35566600397614323
1.1392105263157895,-0.8045717152165135
1.1452351901405735,-0.8071139811521497
1.1463157894736842,-0.8101146538736332
1.1485009484542044,-1.0517971516603506
1.1489567365144429,-0.35625718346172963
1.153421052631579,-0.8125567396402833
1.159549146953382,-0.8150894195374627
1.1603158770109476,-1.0506958250497018
1.1608332463314657,-0.35732518948807157
1.1643205020302223,-0.8177479070887177
1.1676315789473684,-0.8205417640640533
1.1712257345099197,-1.0491053677932407
1.1718702778063323,-0.3588469184890657
1.1738631037661902,-0.823064857922776
1.1786343504253183,-0.825723321205579
1.1834057055021585,-0.828381808756834
1.184130694740697,-1.0485930850444212
1.1845864828009351,-0.35946120154075556
1.1889473684210525,-0.8309688499860215
1.1929483072381268,-0.8336987595908922
1.1939261265804895,-1.0464004425594868
1.1964629926179584,-0.3605292075670974
1.197719662314967,-0.8363572471421472
1.203157894736842,-0.8389538744097913
1.205802744815224,-1.045332424398919
1.2072622640509354,-0.8416741979762054
1.20754284908897,-0.36202783300198815
1.212033510710064,-0.8443326612590085
1.2173684210526314,-0.8469388988335612
1.217679363049959,-1.0442644062383513
1.2184525981702303,-0.3636182902584494
1.2215761124460318,-0.8496496120930667
1.2244736842105262,-0.852481837490681
1.2274747948897509,-1.0420717637534171
1.2311188225997123,-0.8549665871955766
1.2320927389044511,-0.3637333227199304
1.2358900692588404,-0.8576250504783798
1.2372703351472554,-1.039879121268483
1.2386842105263156,-0.8604668619144509
1.2432153119538958,-0.3652087475149106
1.2454326709948087,-0.8629420013124379
1.2457894736842103,-0.8660098005715706
1.2491468449642786,-1.038811103107915
1.252894736842105,-0.8684518863382208
1.254125169452868,-0.36679920477137173
1.254722442626953,-0.871383272629846
1.2589423852217823,-1.036618460622981
1.2599999999999998,-0.8739948249953405
1.2642650443629213,-0.8767002234639042
1.265641407213713,-0.3680619408548709
1.267105263157895,-0.8795377636524604
1.2735091721384149,-1.0317673305867918
1.2738076460988896,-0.8820171742979623
1.2742105263157892,-0.8850807023095801
1.2775179170307362,-0.3691300439550199
1.2813157894736844,-0.8875227880762302
1.283097417731034,-0.8904584456153704
1.2833046039782072,-1.0295746881018577
1.2884210526315787,-1.0269482106385128
1.2893945352654708,-0.37019804998136185
1.2926400194670022,-0.8957753964494285
1.2955263157894739,-0.8986086653904698
1.2971585444400184,-0.9015582044840333
1.2978713908948398,-1.0247235701998945
1.2991899671052631,-0.3723906560636183
1.3026315789473686,-0.9041516040475895
1.3026427459716796,-1.0220650947828653
1.3067011461759868,-0.9068751553180915
1.3097368421052629,-0.9096945427047093
1.311066585339998,-0.37345866208996026
1.3112195627312908,-0.9126579390842446
1.316842105263158,-0.9183383585207505
1.321980887965152,-1.0145555014638732
1.32252720481471,-0.374751491053678
1.3239473684210523,-1.0116369653174702
1.3250277509187396,-0.9268819941678057
1.3310526315789475,-1.0091948916850462
1.3312706595972963,-1.006114230146465
1.33343695389597,-0.37634194831013923
1.3343175225508839,-0.9353232654852138
1.3381578947368418,-0.9411689288099528
1.3385831090023643,-0.9442303697347167
1.3446152536492595,-0.3777873772987078
1.345263157894737,-0.9467118674670727
1.3523684210526317,-0.9863643213958437
1.3564917634662828,-0.37885538332504975
1.3683683817010177,-0.3799233893513917
1.37816381354081,-0.38211604397055177
1.3900404317755446,-0.3831840499968937
1.4018389892578123,-0.3842942345924454
1.411712481850072,-0.3864447106423956
1.4235891000848069,-0.38751276520564115
1.4333845319245992,-0.3897054198248012
1.4452611501593338,-0.39077342585114316
1.456388114126105,-0.39224652087475154
1.466933200233861,-0.3940340864966452
1.476728686282509,-0.39622674111580514
1.488605250308388,-0.3972947471421472
1.4984007363570364,-0.39948740176130715
1.5102773003829153,-0.4005554077876492
1.5200727864315637,-0.40274806240680916
1.5319493504574422,-0.4038160684331511
1.5417448365060906,-0.40600872305231117
1.551633344951429,-0.40815109343936384
1.5634168865806175,-0.4092693836978132
1.5734530057405172,-0.4113320079522863
1.585088990864001,-0.4125300443433151
1.594884476912649,-0.41472269896247527
1.6046799629612973,-0.4169153050447316
1.6165565269871762,-0.41798335960797717
1.6263520130358242,-0.42017601422713724
1.6361474990844727,-0.4223686203093937
1.6468786299856082,-0.42405566600397615
1.6578195491589995,-0.4256292809548956
1.667615035207648,-0.4278219355740558
1.677410521256296,-0.43001459019321575
1.6872060073049444,-0.4322072448123757
1.698484593441612,-0.43359840954274365
1.7088781115883274,-0.4354679054578777
1.7186735976369758,-0.4376605115401343
1.7284690836856238,-0.43985316615929426
1.7382645697342722,-0.44204582077845433
1.750090611106471,-0.4431411530815109
1.7599366198087991,-0.44530648142395624
1.7697321058574476,-0.4474991360431164
1.779527591906096,-0.4496917906622764
1.789323077954744,-0.45188439674453285
1.7991185640033924,-0.4540770513636929
1.8089140500520404,-0.4562697059828529
1.8187095361006884,-0.45846236060201295
1.828505076358193,-0.4606549666842694
1.838300562406841,-0.4628476213034295
1.8480960484554894,-0.46504027592258945
1.8578915345041374,-0.4672329305417495
1.8676870205527858,-0.469425536624006
1.8774825066014342,-0.47161819124316606
1.8872779926500818,-0.47381084586232614
1.8970734786987302,-0.4760035004814861
1.9068689647473787,-0.47819615510064617
1.9166644507960267,-0.48038876118290263
1.926459936844675,-0.4825814158020627
1.935,-0.48489046191600405
1.9410267508657353,-0.48743253370402595
1.9508222369143837,-0.4896251883231859
1.9606177229630317,-0.491817842942346
1.9704132090116802,-0.49401044902460245
1.9802086950603286,-0.4962031036437624
1.9900041811089766,-0.4983957582629226
1.9947755090813888,-0.5010542215457258
2.004570995130037,-0.5032468761648857
2.014366481178685,-0.5054395307840458
2.0241619672273337,-0.5076321854032059
2.0339574532759817,-0.5098247914854622
2.038728754143966,-0.5124833033051691
2.048524267297042,-0.5146759093874255
2.0583197533456903,-0.5168685640065855
2.0630910542136744,-0.5195270272893887
2.072886540262323,-0.5217196819085488
2.0826820263109704,-0.5239123365277089
2.091315789473684,-0.5262126945359096
2.097248840332031,-0.528763454429672
2.1070443263806795,-0.5309561090488321
2.112631578947368,-0.5335389032989563
2.1216111132973117,-0.5358072269507953
2.13140659934596,-0.5379998815699554
2.141264005460237,-0.5401590457256461
2.1551169295060006,-0.5401590457256461
2.16896983999955,-0.5401590457256461
2.180993987635562,-0.5391707858318837
2.1907894736842106,-0.5369781312127238
